customerID,Recency,Frequency,Monetary,Cluster,Segment
13997,490,3,376.46,2,Lost / At-Risk Customers
13998,370,3,566.7,2,Lost / At-Risk Customers
14000,5,8,1877.59,3,Best / Loyal Customers
14002,135,2,529.73,0,Moderately Active / Potential Loyalists
14003,881,1,209.41,2,Lost / At-Risk Customers
14005,10,5,2874.72,3,Best / Loyal Customers
14006,6,7,2196.67,3,Best / Loyal Customers
14007,513,1,79.48,2,Lost / At-Risk Customers
14008,376,2,493.74,2,Lost / At-Risk Customers
14009,199,4,1090.23,0,Moderately Active / Potential Loyalists
14010,566,3,288.1,2,Lost / At-Risk Customers
14011,401,3,451.92,2,Lost / At-Risk Customers
14012,160,1,328.8,0,Moderately Active / Potential Loyalists
14013,98,6,1006.22,0,Moderately Active / Potential Loyalists
14014,78,3,1948.21,0,Moderately Active / Potential Loyalists
14015,53,1,917.34,0,Moderately Active / Potential Loyalists
14017,572,1,229.75,2,Lost / At-Risk Customers
14018,616,1,367.15,2,Lost / At-Risk Customers
14019,47,4,1398.96,0,Moderately Active / Potential Loyalists
14020,1,5,1213.26,0,Moderately Active / Potential Loyalists
14021,5,7,1716.58,3,Best / Loyal Customers
14022,226,2,792.15,0,Moderately Active / Potential Loyalists
14023,281,2,584.07,0,Moderately Active / Potential Loyalists
14024,63,3,645.74,0,Moderately Active / Potential Loyalists
14026,471,2,713.11,2,Lost / At-Risk Customers
14027,61,1,104.82,0,Moderately Active / Potential Loyalists
14028,499,5,3175.5,2,Lost / At-Risk Customers
14029,145,2,467.66,0,Moderately Active / Potential Loyalists
14033,672,1,109.44,2,Lost / At-Risk Customers
14034,23,4,509.09,0,Moderately Active / Potential Loyalists
14035,29,11,2790.5,3,Best / Loyal Customers
14036,285,1,626.65,0,Moderately Active / Potential Loyalists
14037,177,7,755.95,3,Best / Loyal Customers
14038,79,8,3000.93,3,Best / Loyal Customers
14039,182,2,267.28,0,Moderately Active / Potential Loyalists
14041,267,1,141.41,2,Lost / At-Risk Customers
14042,726,1,431.98,2,Lost / At-Risk Customers
14043,581,3,299.65,2,Lost / At-Risk Customers
14044,27,11,3060.75,3,Best / Loyal Customers
14046,285,1,154.99,2,Lost / At-Risk Customers
14048,160,4,713.89,0,Moderately Active / Potential Loyalists
14050,107,2,746.36,0,Moderately Active / Potential Loyalists
14052,20,2,466.66,0,Moderately Active / Potential Loyalists
14053,155,4,572.3,0,Moderately Active / Potential Loyalists
14054,214,1,92.46,2,Lost / At-Risk Customers
14055,107,3,1520.96,0,Moderately Active / Potential Loyalists
14058,531,2,469.19,2,Lost / At-Risk Customers
14059,267,1,183.6,2,Lost / At-Risk Customers
14061,508,3,917.43,2,Lost / At-Risk Customers
14065,390,4,889.37,2,Lost / At-Risk Customers
14066,267,1,152.55,2,Lost / At-Risk Customers
14067,153,2,374.7,0,Moderately Active / Potential Loyalists
14068,321,5,1493.32,0,Moderately Active / Potential Loyalists
14069,515,2,225.81,2,Lost / At-Risk Customers
14070,685,1,321.6,2,Lost / At-Risk Customers
14071,6,7,1151.58,3,Best / Loyal Customers
14072,403,1,390.85,2,Lost / At-Risk Customers
14073,22,2,139.54,0,Moderately Active / Potential Loyalists
14074,624,1,219.4,2,Lost / At-Risk Customers
14075,20,5,1418.09,0,Moderately Active / Potential Loyalists
14076,305,1,118.67,2,Lost / At-Risk Customers
14077,41,6,615.08,0,Moderately Active / Potential Loyalists
14078,66,9,1553.47,3,Best / Loyal Customers
14079,155,2,618.73,0,Moderately Active / Potential Loyalists
14080,152,6,1075.73,0,Moderately Active / Potential Loyalists
14082,364,2,413.36,2,Lost / At-Risk Customers
14083,37,10,635.62,3,Best / Loyal Customers
14084,513,1,150.5,2,Lost / At-Risk Customers
14086,641,1,39.95,2,Lost / At-Risk Customers
14087,405,3,608.0,2,Lost / At-Risk Customers
14089,57,1,158.75,0,Moderately Active / Potential Loyalists
14090,325,1,76.32,2,Lost / At-Risk Customers
14093,13,1,433.86,0,Moderately Active / Potential Loyalists
14094,440,2,310.82,2,Lost / At-Risk Customers
14095,723,1,2.95,1,Churned / Problematic / Inactive
14097,482,2,422.86,2,Lost / At-Risk Customers
14098,274,1,147.35,2,Lost / At-Risk Customers
14100,138,1,191.95,0,Moderately Active / Potential Loyalists
14102,12,7,941.83,3,Best / Loyal Customers
14104,125,5,743.53,0,Moderately Active / Potential Loyalists
14108,90,5,1041.21,0,Moderately Active / Potential Loyalists
14109,24,2,80.2,0,Moderately Active / Potential Loyalists
14111,6,5,688.6,0,Moderately Active / Potential Loyalists
14114,37,7,1364.09,3,Best / Loyal Customers
14115,403,2,622.67,2,Lost / At-Risk Customers
14116,20,5,1382.74,0,Moderately Active / Potential Loyalists
14117,144,1,90.0,0,Moderately Active / Potential Loyalists
14118,518,1,458.45,2,Lost / At-Risk Customers
14119,355,3,163.47,2,Lost / At-Risk Customers
14120,579,1,-23.8,1,Churned / Problematic / Inactive
14121,11,5,1969.14,0,Moderately Active / Potential Loyalists
14122,407,5,309.77,2,Lost / At-Risk Customers
14124,85,1,419.58,0,Moderately Active / Potential Loyalists
14125,11,3,2720.63,0,Moderately Active / Potential Loyalists
14126,11,5,1109.96,0,Moderately Active / Potential Loyalists
14127,93,6,1900.08,3,Best / Loyal Customers
14128,61,4,909.36,0,Moderately Active / Potential Loyalists
14129,18,8,2438.76,3,Best / Loyal Customers
14130,320,4,1858.77,0,Moderately Active / Potential Loyalists
14131,706,1,168.22,2,Lost / At-Risk Customers
14132,3,11,3265.0,3,Best / Loyal Customers
14133,38,6,895.84,0,Moderately Active / Potential Loyalists
14136,586,7,1553.96,2,Lost / At-Risk Customers
14137,682,2,294.1,2,Lost / At-Risk Customers
14138,153,1,621.71,0,Moderately Active / Potential Loyalists
14139,47,4,1086.8,0,Moderately Active / Potential Loyalists
14140,22,2,525.99,0,Moderately Active / Potential Loyalists
14141,30,5,652.68,0,Moderately Active / Potential Loyalists
14142,397,4,655.94,2,Lost / At-Risk Customers
14143,134,1,115.8,0,Moderately Active / Potential Loyalists
14144,428,1,30.6,2,Lost / At-Risk Customers
14147,50,12,2019.3,3,Best / Loyal Customers
14148,234,2,466.29,0,Moderately Active / Potential Loyalists
14149,35,3,259.43,0,Moderately Active / Potential Loyalists
14150,243,2,658.64,0,Moderately Active / Potential Loyalists
14151,617,3,666.7,2,Lost / At-Risk Customers
14152,76,9,1975.44,3,Best / Loyal Customers
14153,484,1,233.4,2,Lost / At-Risk Customers
14155,267,1,118.75,2,Lost / At-Risk Customers
14157,20,6,946.24,0,Moderately Active / Potential Loyalists
14158,41,1,507.66,0,Moderately Active / Potential Loyalists
14161,127,7,2996.93,3,Best / Loyal Customers
14162,174,2,289.36,0,Moderately Active / Potential Loyalists
14163,64,5,2594.62,0,Moderately Active / Potential Loyalists
14164,71,2,1631.77,0,Moderately Active / Potential Loyalists
14165,98,1,120.44,0,Moderately Active / Potential Loyalists
14166,506,2,251.15,2,Lost / At-Risk Customers
14167,9,8,1274.29,3,Best / Loyal Customers
14168,421,3,305.9,2,Lost / At-Risk Customers
14169,445,2,621.51,2,Lost / At-Risk Customers
14170,376,3,570.18,2,Lost / At-Risk Customers
14171,304,2,498.79,2,Lost / At-Risk Customers
14172,402,4,356.27,2,Lost / At-Risk Customers
14173,11,7,566.95,3,Best / Loyal Customers
14174,182,1,134.46,0,Moderately Active / Potential Loyalists
14176,298,6,753.56,0,Moderately Active / Potential Loyalists
14177,85,14,2204.74,3,Best / Loyal Customers
14178,29,7,1600.26,3,Best / Loyal Customers
14179,41,2,701.57,0,Moderately Active / Potential Loyalists
14181,411,2,308.35,2,Lost / At-Risk Customers
14182,431,5,660.07,2,Lost / At-Risk Customers
14183,412,2,278.34,2,Lost / At-Risk Customers
14184,244,1,452.89,0,Moderately Active / Potential Loyalists
14185,9,1,197.65,0,Moderately Active / Potential Loyalists
14186,487,5,1550.63,2,Lost / At-Risk Customers
14187,474,1,123.5,2,Lost / At-Risk Customers
14188,72,10,2018.91,3,Best / Loyal Customers
14190,403,1,79.9,2,Lost / At-Risk Customers
14192,389,1,293.74,2,Lost / At-Risk Customers
14193,270,3,1210.19,0,Moderately Active / Potential Loyalists
14195,202,10,2381.24,3,Best / Loyal Customers
14196,107,1,335.52,0,Moderately Active / Potential Loyalists
14197,411,1,390.05,2,Lost / At-Risk Customers
14198,19,12,1535.78,3,Best / Loyal Customers
14199,219,6,916.5,0,Moderately Active / Potential Loyalists
14200,705,1,379.2,2,Lost / At-Risk Customers
14201,5,12,1134.14,3,Best / Loyal Customers
14202,382,3,847.76,2,Lost / At-Risk Customers
14203,517,1,339.34,2,Lost / At-Risk Customers
14204,423,3,874.22,2,Lost / At-Risk Customers
14205,11,12,2146.58,3,Best / Loyal Customers
14206,240,5,1145.21,0,Moderately Active / Potential Loyalists
14207,688,1,157.8,2,Lost / At-Risk Customers
14208,184,2,567.05,0,Moderately Active / Potential Loyalists
14212,31,2,2190.14,0,Moderately Active / Potential Loyalists
14213,405,2,0.0,1,Churned / Problematic / Inactive
14214,37,7,1000.23,3,Best / Loyal Customers
14215,12,10,3238.53,3,Best / Loyal Customers
14216,17,5,2004.14,0,Moderately Active / Potential Loyalists
14218,43,1,169.48,0,Moderately Active / Potential Loyalists
14219,410,2,543.89,2,Lost / At-Risk Customers
14220,189,4,1515.0,0,Moderately Active / Potential Loyalists
14222,178,1,683.17,0,Moderately Active / Potential Loyalists
14223,123,4,975.23,0,Moderately Active / Potential Loyalists
14224,111,9,1841.71,3,Best / Loyal Customers
14225,374,5,2009.17,2,Lost / At-Risk Customers
14226,29,9,2950.38,3,Best / Loyal Customers
14228,399,3,745.5,2,Lost / At-Risk Customers
14229,52,11,2468.99,3,Best / Loyal Customers
14230,436,3,979.8,2,Lost / At-Risk Customers
14231,95,6,1131.97,0,Moderately Active / Potential Loyalists
14232,43,8,2043.93,3,Best / Loyal Customers
14233,5,10,2766.96,3,Best / Loyal Customers
14234,23,4,754.12,0,Moderately Active / Potential Loyalists
14236,81,7,1543.44,3,Best / Loyal Customers
14237,589,3,466.04,2,Lost / At-Risk Customers
14238,327,3,434.23,2,Lost / At-Risk Customers
14240,90,3,1247.49,0,Moderately Active / Potential Loyalists
14241,95,2,333.7,0,Moderately Active / Potential Loyalists
14242,235,2,280.55,0,Moderately Active / Potential Loyalists
14244,660,2,354.82,2,Lost / At-Risk Customers
14245,177,5,1677.48,0,Moderately Active / Potential Loyalists
14246,111,3,1474.06,0,Moderately Active / Potential Loyalists
14247,190,6,750.61,0,Moderately Active / Potential Loyalists
14248,319,3,1032.95,0,Moderately Active / Potential Loyalists
14250,31,3,1904.05,0,Moderately Active / Potential Loyalists
14251,11,4,2397.42,0,Moderately Active / Potential Loyalists
14252,382,1,350.99,2,Lost / At-Risk Customers
14253,624,2,363.4,2,Lost / At-Risk Customers
14254,640,1,601.03,2,Lost / At-Risk Customers
14255,399,4,-1441.6,1,Churned / Problematic / Inactive
14256,255,9,2384.14,3,Best / Loyal Customers
14259,142,1,120.0,0,Moderately Active / Potential Loyalists
14260,460,3,824.28,2,Lost / At-Risk Customers
14261,51,2,1163.45,0,Moderately Active / Potential Loyalists
14262,18,8,2618.23,3,Best / Loyal Customers
14263,365,1,322.93,2,Lost / At-Risk Customers
14264,125,8,1475.86,3,Best / Loyal Customers
14265,110,4,1373.35,0,Moderately Active / Potential Loyalists
14266,518,1,40.56,2,Lost / At-Risk Customers
14267,3,9,1259.19,3,Best / Loyal Customers
14268,471,1,354.85,2,Lost / At-Risk Customers
14269,436,2,261.68,2,Lost / At-Risk Customers
14270,9,1,492.65,0,Moderately Active / Potential Loyalists
14271,226,2,214.18,0,Moderately Active / Potential Loyalists
14272,74,4,920.81,0,Moderately Active / Potential Loyalists
14273,36,4,559.97,0,Moderately Active / Potential Loyalists
14274,687,1,256.6,2,Lost / At-Risk Customers
14275,401,6,1189.38,2,Lost / At-Risk Customers
14276,1,13,1929.32,3,Best / Loyal Customers
14278,410,1,205.83,2,Lost / At-Risk Customers
14279,521,2,191.86,2,Lost / At-Risk Customers
14280,197,1,134.04,0,Moderately Active / Potential Loyalists
14281,409,1,245.15,2,Lost / At-Risk Customers
14283,478,4,628.44,2,Lost / At-Risk Customers
14284,80,4,1282.85,0,Moderately Active / Potential Loyalists
14285,22,9,3158.64,3,Best / Loyal Customers
14287,65,4,151.23,0,Moderately Active / Potential Loyalists
14288,35,2,413.85,0,Moderately Active / Potential Loyalists
14289,6,6,911.26,0,Moderately Active / Potential Loyalists
14293,148,9,2502.26,3,Best / Loyal Customers
14294,408,1,375.34,2,Lost / At-Risk Customers
14295,39,8,2316.06,3,Best / Loyal Customers
14296,414,3,448.45,2,Lost / At-Risk Customers
14297,18,6,1284.06,3,Best / Loyal Customers
14300,19,1,43.2,0,Moderately Active / Potential Loyalists
14301,108,7,1956.23,3,Best / Loyal Customers
14302,579,3,742.9,2,Lost / At-Risk Customers
14303,408,2,277.94,2,Lost / At-Risk Customers
14304,38,5,1523.81,0,Moderately Active / Potential Loyalists
14305,32,5,1803.76,0,Moderately Active / Potential Loyalists
14306,52,7,3141.5,3,Best / Loyal Customers
14308,491,5,-849.45,1,Churned / Problematic / Inactive
14310,640,1,492.1,2,Lost / At-Risk Customers
14311,36,3,435.9,0,Moderately Active / Potential Loyalists
14312,37,11,3090.29,3,Best / Loyal Customers
14313,625,1,-302.31,1,Churned / Problematic / Inactive
14314,107,3,221.9,0,Moderately Active / Potential Loyalists
14315,22,10,3168.72,3,Best / Loyal Customers
14316,423,6,1355.34,2,Lost / At-Risk Customers
14317,183,1,508.58,0,Moderately Active / Potential Loyalists
14318,580,1,158.02,2,Lost / At-Risk Customers
14319,395,2,476.95,2,Lost / At-Risk Customers
14320,39,7,1204.12,3,Best / Loyal Customers
14321,11,8,2198.58,3,Best / Loyal Customers
14322,372,6,384.3,2,Lost / At-Risk Customers
14323,115,4,574.26,0,Moderately Active / Potential Loyalists
14324,410,2,701.61,2,Lost / At-Risk Customers
14325,570,1,245.48,2,Lost / At-Risk Customers
14326,36,4,923.98,0,Moderately Active / Potential Loyalists
14327,164,6,1894.93,3,Best / Loyal Customers
14328,439,3,-445.06,1,Churned / Problematic / Inactive
14330,624,1,200.63,2,Lost / At-Risk Customers
14331,136,2,462.66,0,Moderately Active / Potential Loyalists
14332,23,5,1917.41,0,Moderately Active / Potential Loyalists
14333,183,2,351.45,0,Moderately Active / Potential Loyalists
14335,17,2,454.86,0,Moderately Active / Potential Loyalists
14336,17,4,1614.91,0,Moderately Active / Potential Loyalists
14337,850,1,-658.63,1,Churned / Problematic / Inactive
14338,197,5,894.1,0,Moderately Active / Potential Loyalists
14339,36,5,600.66,0,Moderately Active / Potential Loyalists
14340,219,1,134.7,0,Moderately Active / Potential Loyalists
14342,22,9,842.74,3,Best / Loyal Customers
14343,422,4,1079.66,2,Lost / At-Risk Customers
14345,333,1,108.98,2,Lost / At-Risk Customers
14346,32,5,2315.75,0,Moderately Active / Potential Loyalists
14348,261,1,409.57,0,Moderately Active / Potential Loyalists
14349,11,1,133.5,0,Moderately Active / Potential Loyalists
14350,68,4,947.8,0,Moderately Active / Potential Loyalists
14351,165,1,51.0,0,Moderately Active / Potential Loyalists
14352,37,4,1078.96,0,Moderately Active / Potential Loyalists
14353,127,3,376.5,0,Moderately Active / Potential Loyalists
14354,90,2,163.62,0,Moderately Active / Potential Loyalists
14355,450,3,840.05,2,Lost / At-Risk Customers
14356,61,4,666.94,0,Moderately Active / Potential Loyalists
14357,44,1,225.12,0,Moderately Active / Potential Loyalists
14358,390,3,384.3,2,Lost / At-Risk Customers
14359,20,6,882.58,0,Moderately Active / Potential Loyalists
14360,121,4,2118.03,0,Moderately Active / Potential Loyalists
14361,431,1,214.71,2,Lost / At-Risk Customers
14362,23,1,151.5,0,Moderately Active / Potential Loyalists
14363,452,2,227.47,2,Lost / At-Risk Customers
14365,425,2,634.68,2,Lost / At-Risk Customers
14366,671,1,136.0,2,Lost / At-Risk Customers
14368,320,1,155.0,2,Lost / At-Risk Customers
14369,525,2,469.13,2,Lost / At-Risk Customers
14370,367,9,1092.13,3,Best / Loyal Customers
14371,296,1,100.5,2,Lost / At-Risk Customers
14372,444,3,830.18,2,Lost / At-Risk Customers
14373,359,1,76.55,2,Lost / At-Risk Customers
14374,542,1,108.0,2,Lost / At-Risk Customers
14375,157,3,1106.82,0,Moderately Active / Potential Loyalists
14376,684,1,215.46,2,Lost / At-Risk Customers
14377,263,2,617.05,0,Moderately Active / Potential Loyalists
14378,622,1,131.25,2,Lost / At-Risk Customers
14379,45,4,1265.16,0,Moderately Active / Potential Loyalists
14380,604,2,-99.73,1,Churned / Problematic / Inactive
14381,53,2,625.94,0,Moderately Active / Potential Loyalists
14382,27,3,1187.68,0,Moderately Active / Potential Loyalists
14383,164,3,1247.69,0,Moderately Active / Potential Loyalists
14384,501,1,58.5,2,Lost / At-Risk Customers
14385,10,3,202.11,0,Moderately Active / Potential Loyalists
14386,297,1,142.4,2,Lost / At-Risk Customers
14387,75,3,1727.6,0,Moderately Active / Potential Loyalists
14389,33,11,1821.07,3,Best / Loyal Customers
14391,370,1,135.6,2,Lost / At-Risk Customers
14392,640,1,266.4,2,Lost / At-Risk Customers
14393,219,1,67.95,2,Lost / At-Risk Customers
14394,565,1,93.8,2,Lost / At-Risk Customers
14396,214,7,1969.38,3,Best / Loyal Customers
14398,528,2,707.79,2,Lost / At-Risk Customers
14399,423,9,2093.21,3,Best / Loyal Customers
14400,142,5,1703.0,0,Moderately Active / Potential Loyalists
14402,653,1,285.6,2,Lost / At-Risk Customers
14403,142,9,1822.76,3,Best / Loyal Customers
14404,109,15,2625.13,3,Best / Loyal Customers
14405,387,1,195.0,2,Lost / At-Risk Customers
14406,2,1,156.75,0,Moderately Active / Potential Loyalists
14407,108,9,2111.08,3,Best / Loyal Customers
14409,72,10,3276.09,3,Best / Loyal Customers
14410,16,17,2105.08,3,Best / Loyal Customers
14411,311,1,1063.0,2,Lost / At-Risk Customers
14412,43,4,1417.49,0,Moderately Active / Potential Loyalists
14413,363,4,764.52,2,Lost / At-Risk Customers
14414,92,9,2387.48,3,Best / Loyal Customers
14416,23,2,490.22,0,Moderately Active / Potential Loyalists
14417,388,1,524.65,2,Lost / At-Risk Customers
14418,26,2,1039.9,0,Moderately Active / Potential Loyalists
14419,11,7,1254.64,3,Best / Loyal Customers
14420,86,7,1627.72,3,Best / Loyal Customers
14421,5,7,2456.62,3,Best / Loyal Customers
14423,219,4,914.96,0,Moderately Active / Potential Loyalists
14424,18,1,322.08,0,Moderately Active / Potential Loyalists
14425,487,5,635.89,2,Lost / At-Risk Customers
14427,51,4,1263.52,0,Moderately Active / Potential Loyalists
14428,47,7,1209.37,3,Best / Loyal Customers
14429,698,1,516.28,2,Lost / At-Risk Customers
14430,401,5,956.4,2,Lost / At-Risk Customers
14431,69,5,2567.1,0,Moderately Active / Potential Loyalists
14432,10,6,2248.5,3,Best / Loyal Customers
14433,466,1,280.7,2,Lost / At-Risk Customers
14434,22,6,1372.8,3,Best / Loyal Customers
14435,502,1,90.42,2,Lost / At-Risk Customers
14436,304,2,271.7,2,Lost / At-Risk Customers
14437,144,7,744.44,3,Best / Loyal Customers
14438,191,1,131.9,0,Moderately Active / Potential Loyalists
14443,54,8,2063.65,3,Best / Loyal Customers
14444,457,1,120.44,2,Lost / At-Risk Customers
14445,427,1,221.65,2,Lost / At-Risk Customers
14446,29,4,1013.45,0,Moderately Active / Potential Loyalists
14447,19,6,1711.73,3,Best / Loyal Customers
14448,10,2,375.35,0,Moderately Active / Potential Loyalists
14449,19,8,2230.96,3,Best / Loyal Customers
14450,4,7,1128.44,3,Best / Loyal Customers
14452,11,4,658.95,0,Moderately Active / Potential Loyalists
14453,307,1,119.93,2,Lost / At-Risk Customers
14454,377,6,970.7,2,Lost / At-Risk Customers
14455,457,5,584.37,2,Lost / At-Risk Customers
14456,23,12,2620.8,3,Best / Loyal Customers
14457,311,1,113.64,2,Lost / At-Risk Customers
14458,381,1,228.07,2,Lost / At-Risk Customers
14460,111,12,919.6,3,Best / Loyal Customers
14462,32,16,2204.69,3,Best / Loyal Customers
14463,171,4,786.57,0,Moderately Active / Potential Loyalists
14464,569,2,111.0,2,Lost / At-Risk Customers
14467,18,12,2203.24,3,Best / Loyal Customers
14469,417,4,2093.46,2,Lost / At-Risk Customers
14470,12,3,712.04,0,Moderately Active / Potential Loyalists
14471,592,2,400.95,2,Lost / At-Risk Customers
14472,64,9,2118.72,3,Best / Loyal Customers
14473,75,2,234.34,0,Moderately Active / Potential Loyalists
14474,44,3,1248.94,0,Moderately Active / Potential Loyalists
14475,69,7,1025.12,3,Best / Loyal Customers
14476,258,1,193.0,2,Lost / At-Risk Customers
14477,20,10,1960.61,3,Best / Loyal Customers
14478,383,4,1276.66,2,Lost / At-Risk Customers
14479,254,4,1124.71,0,Moderately Active / Potential Loyalists
14480,12,5,1295.27,0,Moderately Active / Potential Loyalists
14481,165,6,1908.52,3,Best / Loyal Customers
14483,150,3,249.2,0,Moderately Active / Potential Loyalists
14484,51,4,1070.98,0,Moderately Active / Potential Loyalists
14485,333,1,162.8,2,Lost / At-Risk Customers
14486,512,2,175.5,2,Lost / At-Risk Customers
14487,27,8,1253.52,3,Best / Loyal Customers
14488,52,2,1047.43,0,Moderately Active / Potential Loyalists
14489,208,4,1574.93,0,Moderately Active / Potential Loyalists
14490,407,2,1273.47,2,Lost / At-Risk Customers
14491,176,2,340.93,0,Moderately Active / Potential Loyalists
14492,371,10,1574.36,3,Best / Loyal Customers
14494,26,3,401.46,0,Moderately Active / Potential Loyalists
14495,51,4,166.3,0,Moderately Active / Potential Loyalists
14496,342,10,2341.54,3,Best / Loyal Customers
14497,38,3,679.16,0,Moderately Active / Potential Loyalists
14499,27,10,2083.44,3,Best / Loyal Customers
14500,1,3,356.85,0,Moderately Active / Potential Loyalists
14501,95,3,190.31,0,Moderately Active / Potential Loyalists
14502,20,14,2310.18,3,Best / Loyal Customers
14503,11,5,3205.51,3,Best / Loyal Customers
14504,48,4,673.26,0,Moderately Active / Potential Loyalists
14506,18,7,2960.25,3,Best / Loyal Customers
14507,24,14,3104.8,3,Best / Loyal Customers
14508,23,6,804.07,0,Moderately Active / Potential Loyalists
14509,535,1,110.95,2,Lost / At-Risk Customers
14510,376,4,964.55,2,Lost / At-Risk Customers
14511,12,6,1267.41,3,Best / Loyal Customers
14512,218,7,1215.97,3,Best / Loyal Customers
14513,101,7,770.91,3,Best / Loyal Customers
14516,398,1,151.17,2,Lost / At-Risk Customers
14517,142,2,330.45,0,Moderately Active / Potential Loyalists
14518,183,1,174.37,0,Moderately Active / Potential Loyalists
14519,684,2,203.14,2,Lost / At-Risk Customers
14520,291,1,165.0,2,Lost / At-Risk Customers
14521,478,2,167.65,2,Lost / At-Risk Customers
14522,25,8,1748.42,3,Best / Loyal Customers
14523,109,1,241.09,0,Moderately Active / Potential Loyalists
14524,72,13,2909.86,3,Best / Loyal Customers
14526,390,1,258.65,2,Lost / At-Risk Customers
14528,302,1,364.22,2,Lost / At-Risk Customers
14529,61,3,578.61,0,Moderately Active / Potential Loyalists
14531,480,1,376.34,2,Lost / At-Risk Customers
14533,25,15,3185.12,3,Best / Loyal Customers
14536,260,1,170.95,2,Lost / At-Risk Customers
14537,58,3,635.45,0,Moderately Active / Potential Loyalists
14538,183,5,1370.84,0,Moderately Active / Potential Loyalists
14539,16,2,537.48,0,Moderately Active / Potential Loyalists
14541,0,14,2491.38,3,Best / Loyal Customers
14542,157,1,103.25,0,Moderately Active / Potential Loyalists
14544,25,3,2938.53,0,Moderately Active / Potential Loyalists
14545,648,1,349.25,2,Lost / At-Risk Customers
14547,13,7,3474.45,3,Best / Loyal Customers
14548,3,9,2541.29,3,Best / Loyal Customers
14549,342,4,913.6,2,Lost / At-Risk Customers
14550,11,4,1345.06,0,Moderately Active / Potential Loyalists
14551,19,9,856.64,3,Best / Loyal Customers
14552,33,3,507.93,0,Moderately Active / Potential Loyalists
14553,20,10,1793.1,3,Best / Loyal Customers
14554,11,4,2279.49,0,Moderately Active / Potential Loyalists
14555,58,7,2294.88,3,Best / Loyal Customers
14556,597,3,815.69,2,Lost / At-Risk Customers
14557,86,2,0.0,1,Churned / Problematic / Inactive
14558,654,5,614.1,2,Lost / At-Risk Customers
14559,391,1,75.6,2,Lost / At-Risk Customers
14561,76,3,1080.76,0,Moderately Active / Potential Loyalists
14563,510,2,640.54,2,Lost / At-Risk Customers
14564,487,5,2519.32,2,Lost / At-Risk Customers
14567,57,3,1524.46,0,Moderately Active / Potential Loyalists
14568,395,2,909.5,2,Lost / At-Risk Customers
14569,453,3,369.94,2,Lost / At-Risk Customers
14570,251,3,613.75,0,Moderately Active / Potential Loyalists
14571,426,1,160.0,2,Lost / At-Risk Customers
14573,35,17,2113.42,3,Best / Loyal Customers
14574,881,1,143.7,2,Lost / At-Risk Customers
14575,489,1,420.22,2,Lost / At-Risk Customers
14576,666,1,35.4,2,Lost / At-Risk Customers
14577,13,7,1364.15,3,Best / Loyal Customers
14579,640,1,105.56,2,Lost / At-Risk Customers
14580,459,1,14.85,1,Churned / Problematic / Inactive
14581,17,2,409.65,0,Moderately Active / Potential Loyalists
14582,41,1,114.11,0,Moderately Active / Potential Loyalists
14583,145,8,1660.29,3,Best / Loyal Customers
14584,95,9,1725.16,3,Best / Loyal Customers
14585,51,5,1143.27,0,Moderately Active / Potential Loyalists
14586,129,3,134.16,0,Moderately Active / Potential Loyalists
14587,9,10,1577.39,3,Best / Loyal Customers
14588,431,1,135.39,2,Lost / At-Risk Customers
14589,638,1,39.75,2,Lost / At-Risk Customers
14591,16,4,1320.21,0,Moderately Active / Potential Loyalists
14592,57,3,557.94,0,Moderately Active / Potential Loyalists
14594,301,2,363.33,2,Lost / At-Risk Customers
14595,20,8,2164.45,3,Best / Loyal Customers
14596,627,1,222.22,2,Lost / At-Risk Customers
14597,12,6,2184.63,3,Best / Loyal Customers
14598,45,3,221.97,0,Moderately Active / Potential Loyalists
14599,391,2,457.89,2,Lost / At-Risk Customers
14600,161,2,865.17,0,Moderately Active / Potential Loyalists
14601,11,1,213.96,0,Moderately Active / Potential Loyalists
14602,657,1,205.36,2,Lost / At-Risk Customers
14603,68,1,660.0,0,Moderately Active / Potential Loyalists
14604,634,1,143.86,2,Lost / At-Risk Customers
14605,375,4,921.56,2,Lost / At-Risk Customers
14608,60,11,2765.89,3,Best / Loyal Customers
14609,73,11,1366.2,3,Best / Loyal Customers
14610,455,2,24.35,2,Lost / At-Risk Customers
14611,440,3,599.38,2,Lost / At-Risk Customers
14612,416,1,877.7,2,Lost / At-Risk Customers
14613,681,1,76.32,2,Lost / At-Risk Customers
14614,387,1,295.13,2,Lost / At-Risk Customers
14615,425,6,934.26,2,Lost / At-Risk Customers
14616,36,5,527.78,0,Moderately Active / Potential Loyalists
14617,416,2,190.47,2,Lost / At-Risk Customers
14618,10,9,1310.52,3,Best / Loyal Customers
14619,128,3,1276.31,0,Moderately Active / Potential Loyalists
14620,205,3,393.28,0,Moderately Active / Potential Loyalists
14621,90,15,2575.41,3,Best / Loyal Customers
14622,126,1,320.58,0,Moderately Active / Potential Loyalists
14623,43,12,1988.23,3,Best / Loyal Customers
14624,30,6,814.07,0,Moderately Active / Potential Loyalists
14627,342,3,406.4,2,Lost / At-Risk Customers
14628,36,5,1998.0,0,Moderately Active / Potential Loyalists
14629,48,2,583.38,0,Moderately Active / Potential Loyalists
14630,367,1,338.65,2,Lost / At-Risk Customers
14631,51,7,2023.17,3,Best / Loyal Customers
14632,263,1,114.56,2,Lost / At-Risk Customers
14633,267,1,344.9,2,Lost / At-Risk Customers
14634,438,7,1971.82,3,Best / Loyal Customers
